order_id,order_date,origin_country,destination_country,carrier,warehouse,product_category,weight_kg,shipping_cost_usd,cod_amount_usd,status,delivery_date,sla_days_target,fail_reason
APG101190,05-01-2025,Germany,Egypt,Aramex,IST-WH1,Toys,4.9,19.41,0.0,Returned ,2025-05-07,10,Warehouse Delay
APG100308,2025-08-04,UK,Jordan,Local Fleet ,IST-WH1,Books,0.1,2.39,81.72,Returned ,2025-08-12,10,Customer Not Available
APG101177,2025-04-19,UAE,UAE,aramex,IST-WH1,Electronics,1.49,11.2,0.0,cancelled,23/04/2025,4,
APG100619,07-27-2025,UK,UAE,aramex,IST-WH1,Electronics,0.15,2.31,118.03,Delivered,2025-08-01,10,
APG100183,2025-04-27 20:00,Turkey,UAE,DHL,IST-WH1,Books,4.57,20.02,89.36,FAILED_DELIVERY,04/05/2025,7,Warehouse Delay
APG101200,07-12-2025,Germany,Kuwait,aramex,AMM-WH1,Beauty,2.95,14.29,0.0,delivered,2025-07-18 02:06,10,
APG100103,03-06-2025,UAE,Egypt,Local Fleet ,AMM-WH1,Books,1.72,7.53,0.0,Delivered,10/03/2025,4,
APG100780,06-13-2025,Jordan,Egypt,Local Fleet ,AMM-WH2,Electronics,2.21,9.72,0.0,failed delivery,2025-06-20 18:55,2,
APG100195,2025-07-06,UK,Saudi Arabia,aramex,DXB-WH1,Electronics,1.39,9.6,111.79,Delivered,2025-07-11,10,
APG101185,2025-05-19 19:00,Germany,Saudi Arabia,aramex,DXB-WH1,Fashion,0.36,5.84,106.21,Deliverd,23/05/2025,10,
APG100992,08-10-2025,UK,Egypt,DHL,IST-WH1,Sports,0.22,2.53,0.0,DELIVERED,15/08/2025,10,
APG100519,14/04/2025,UK,Jordan,Local Fleet,AMM-WH1,Toys,9.49,53.18,106.2,Delivered,2025-04-19,10,
APG100703,2025-01-31 11:00,UK,Saudi Arabia,Local Fleet,IST-WH1,Home & Garden,5.58,16.07,198.11,Failed,2025-02-06,10,Customer Not Available
APG100616,2025-06-04,Jordan,Iraq,FastCourier,AMM-WH2,Home & Garden,0.52,4.13,70.17,Deliverd,2025-06-11 05:55,2,
APG100559,2025-01-31,Turkey,Jordan,DHL,DXB-WH1,Sports,1.87,11.05,0.0,returned,2025-02-07 06:34,7,Refused by Customer
APG100053,19/05/2025,China,Iraq,Aramex,AMM-WH1,BOOKS,3.78,24.23,0.0,RTO,26/05/2025,9,Refused by Customer
APG100269,07-26-2025,China,UAE,Local Fleet,AMM-WH1,  Sports  ,0.91,3100.0,0.0,Failed,03/08/2025,9,Damaged Package
APG100212,08-24-2025,UAE,Jordan,DHL,DXB-WH1,Fashion,,3.46,0.0,delivered,2025-08-27 07:24,4,
APG100435,2025-05-17,Turkey,Kuwait,aramex,DXB-WH1,Beauty,2.01,7.81,0.0,Deliverd,23/05/2025,7,
APG100877,2025-08-22 07:00,UAE,Jordan,DHL,IST-WH1,Beauty,3.48,14.12,64.21,Delivered,2025-08-25,4,
APG100603,2025-08-23 02:00,Jordan,Kuwait,aramex,AMM-WH1,FASHION,1.93,10.31,97.02,In Transit,,2,
APG100421,2025-06-29,UAE,Kuwait,aramex,DXB-WH1,Beauty,0.25,4.31,0.0,In Transit ,,4,
APG100658,2025-02-08 01:00,China,Saudi Arabia,DHL,IST-WH1,  Electronics  ,3.27,14.98,114.74,delivered,2025-02-13 08:14,9,
APG100545,2025-03-06 09:00,Germany,Saudi Arabia,Local Fleet ,IST-WH1,Electronics,2.68,17.46,0.0,Deliverd,09/03/2025,10,
APG100521,05-20-2025,UK,UAE,DHL,AMM-WH1,Sports,0.12,4.46,0.0,in-transit,,10,
APG100021,2025-02-16 08:00,UAE,Kuwait,DHL,AMM-WH1,  Books  ,0.14,5.01,0.0,IN TRANSIT,,4,
APG100502,2025-07-26,Turkey,Egypt,Aramex,AMM-WH2,Sports,0.66,5.26,0.0,delivered,2025-08-01 12:07,7,
APG100153,02-04-2025,UAE,Jordan,Local Fleet ,AMM-WH1,Beauty,3.62,24.19,0.0,Returned ,2025-02-07 14:54,4,Wrong Address
APG101100,2025-05-10 12:00,UAE,Egypt,Aramex,IST-WH1,BEAUTY,1.56,7.42,0.0,Deliverd,2025-05-15,4,
APG100275,01/03/2025,Jordan,Jordan,Local Fleet ,AMM-WH1,Books,0.56,4.27,0.0,DELIVERED,2025-03-03 03:28,2,
APG100744,2025-03-28 06:00,Germany,Jordan,SMSA,DXB-WH1,Fashion,0.39,5.72,235.88,DELIVERED,2025-04-03,10,
APG100949,2025-07-08 06:00,Germany,Iraq,Aramex,AMM-WH1,Beauty,0.17,4.23,122.36,In Transit,,10,
APG100873,03-04-2025,China,Kuwait,Aramex,AMM-WH2,Sports,0.78,8.17,154.79,Deliverd,12/03/2025,9,
APG100568,2025-07-04,UAE,KSA,Local Fleet,DXB-WH1,Fashion,1.5,8.19,0.0,DELIVERED,11/07/2025,4,
APG100042,03-14-2025,Germany,Jordan,Aramex,AMM-WH2,Books,1.26,8.02,0.0,DELIVERED,2025-03-19 15:02,10,
APG101045,2025-05-24,Jordan,Jordan,Local Fleet ,IST-WH1,Home & Garden,0.1,3.15,0.0,DELIVERED,2025-05-27,2,
APG100880,11/03/2025,Turkey,Jordan,Local Fleet,AMM-WH1,Books,2.13,15.65,0.0,DELIVERED,16/03/2025,7,
APG101182,2025-03-20,UAE,UAE,Aramex,AMM-WH2,Books,1.7,11.38,0.0,FAILED_DELIVERY,2025-03-22,4,Refused by Customer
APG101027,02-02-2025,Germany,Jordan,DHL,AMM-WH2,Electronics,0.57,5.57,103.15,FAILED_DELIVERY,07/02/2025,10,Damaged Package
APG100753,31/01/2025,UAE,Jordan,Aramex,AMM-WH2,Toys,2.81,14.01,0.0,DELIVERED,2025-02-06,4,
APG100902,12/05/2025,Jordan,UAE,Local Fleet,IST-WH1,Electronics,6.91,31.56,0.0,DELIVERED,2025-05-16,2,
APG100125,2025-08-10 02:00,China,Iraq,SMSA,AMM-WH1,Toys,2.51,14.47,0.0,Deliverd,16/08/2025,9,
APG100300,18/04/2025,Jordan,Iraq,SMSA,DXB-WH1,Beauty,3.08,14.99,0.0,Deliverd,2025-04-25,2,
APG100025,21/01/2025,China,Egypt,Local Fleet ,AMM-WH2,Books,1.15,9.27,0.0,Returned,03/02/2025,9,Wrong Address
APG100306,20/05/2025,China,Iraq,Local Fleet,DXB-WH1,Beauty,1.21,4.99,0.0,delivered,2025-06-01,9,
APG100174,2025-08-24 15:00,UK,Egypt,Local Fleet ,AMM-WH2,Fashion,0.72,8.21,124.81,Delivered,29/08/2025,10,
APG100988,17/07/2025,Turkey,Saudi Arabia,Aramex,IST-WH1,Fashion,1.47,10.24,0.0,delivered,22/07/2025,7,
APG100122,2025-07-28,Germany,Iraq,Aramex,DXB-WH1,Fashion,0.1,3.73,0.0,delivered,2025-08-02,10,
APG100967,2025-06-09 17:00,UK,UAE,Local Fleet,DXB-WH1,  Beauty  ,0.54,3.65,0.0,delivered,2025-06-13,10,
APG101198,2025-07-25 00:00,Turkey,Kuwait,aramex,DXB-WH1,Home & Garden,0.71,6.18,0.0,Deliverd,2025-07-31,7,
APG101141,2025-08-15,China,Iraq,FastCourier,IST-WH1,Books,0.17,3.02,0.0,delivered,2025-08-26 04:25,9,
APG100393,28/02/2025,Jordan,Saudi Arabia,DHL,DXB-WH1,Fashion,0.4,6.11,168.67,Failed,08/03/2025,2,Damaged Package
APG100680,06-09-2025,China,Kuwait,SMSA,IST-WH1,Sports,0.22,2.72,0.0,DELIVERED,2025-06-16 13:49,9,
APG100682,09/06/2025,Jordan,Saudi Arabia,Local Fleet ,AMM-WH1,  Sports  ,1.01,6.4,57.88,DELIVERED,15/06/2025,2,
APG100127,04-23-2025,Germany,Kuwait,Local Fleet,DXB-WH1,Home & Garden,1.44,9.65,0.0,delivered,2025-04-28,10,
APG100144,2025-06-28,Germany,Kuwait,Aramex,IST-WH1,Sports,1.33,5.3,0.0,cancelled,2025-07-06,10,
APG100597,2025-04-03,UK,Iraq,FastCourier,DXB-WH1,Beauty,5.08,26.77,0.0,Deliverd,08/04/2025,10,
APG100717,03-06-2025,Turkey,Egypt,Local Fleet,AMM-WH2,Books,1.47,9.73,0.0,Deliverd,14/03/2025,7,
APG100599,01-14-2025,Turkey,Saudi Arabia,SMSA,DXB-WH1,Sports,1.19,5.34,0.0,DELIVERED,20/01/2025,7,
APG100514,02-13-2025,UK,Saudi Arabia,FastCourier,IST-WH1,Home & Garden,0.26,1.81,0.0,DELIVERED,2025-02-17 15:00,10,
APG100585,2025-01-30,UAE,Saudi Arabia,FastCourier,IST-WH1,Fashion,3.14,12.45,0.0,DELIVERED,2025-02-05,4,
APG100759,2025-07-24,UK,Iraq,SMSA,IST-WH1,Fashion,1.22,5.87,0.0,Deliverd,28/07/2025,10,
APG101139,03-19-2025,UAE,Egypt,DHL,IST-WH1,  Fashion  ,3.24,16.51,0.0,delivered,21/03/2025,4,
APG100856,2025-04-20,UAE,UAE,FastCourier,AMM-WH1,Beauty,2.66,11.56,0.0,Delivered,2025-04-21 14:10,4,
APG100941,2025-01-02,Germany,Egypt,DHL,IST-WH1,  Books  ,0.53,4.53,0.0,DELIVERED,2025-01-07,10,
APG100364,24/05/2025,Germany,Iraq,FastCourier,DXB-WH1,Books,0.7,4.64,101.58,delivered,2025-05-30,10,
APG100031,2025-03-27,China,Jordan,DHL,IST-WH1,Sports,0.14,3.33,0.0,DELIVERED,2025-04-03,9,
APG100565,09/07/2025,China,Jordan,Aramex,AMM-WH1,Beauty,0.43,3.12,0.0,failed delivery,2025-07-15,9,
APG100181,08-21-2025,Germany,Jordan,FastCourier,AMM-WH1,Sports,0.82,6.37,0.0,delivered,25/08/2025,10,
APG100336,07-06-2025,UAE,Saudi Arabia,,AMM-WH2,,,,200.11,failed delivery,2025-07-12 12:18,4,Warehouse Delay
APG100578,2025-03-24,Germany,Saudi Arabia,FastCourier,IST-WH1,Sports,2.3,9.23,92.85,DELIVERED,2025-03-28 21:34,10,
APG100152,01-21-2025,Germany,Egypt,FastCourier,DXB-WH1,Fashion,0.62,6.65,0.0,delivered,25/01/2025,10,
APG100699,2025-02-07 22:00,Jordan,Jordan,aramex,AMM-WH1,Beauty,2.18,8.85,0.0,Deliverd,10/02/2025,2,
APG101051,11/07/2025,China,UAE,DHL,DXB-WH1,Books,4.76,27.57,131.08,Returned ,18/07/2025,9,Customer Not Available
APG100911,08-18-2025,China,Saudi Arabia,SMSA,DXB-WH1,Books,3.61,15.34,0.0,delivered,2025-08-20 08:28,9,
APG101093,2025-04-28 00:00,Jordan,Saudi Arabia,,DXB-WH1,Home & Garden,,,0.0,failed delivery,2025-05-04 04:36,2,Customs Delay
APG100214,2025-04-07,Jordan,Kuwait,Aramex,AMM-WH1,Sports,1.63,9.42,0.0,IN TRANSIT,,2,
APG101056,2025-05-25,Turkey,Kuwait,Local Fleet,AMM-WH1,Fashion,2.11,7.66,217.56,DELIVERED,2025-06-01 08:20,7,
APG100256,2025-04-24 00:00,UK,Iraq,Local Fleet ,AMM-WH1,Home & Garden,1.63,12.4,0.0,Delivered,2025-04-27 08:09,10,
APG100487,2025-04-12,UK,Egypt,FastCourier,AMM-WH1,Books,1.89,8.74,0.0,Returned,2025-04-19 23:34,10,
APG100972,22/01/2025,Turkey,UAE,FastCourier,IST-WH1,Fashion,0.79,8.47,33.05,Deliverd,2025-01-26,7,
APG100367,2025-02-17 05:00,Germany,Jordan,SMSA,IST-WH1,Electronics,2.85,11.97,0.0,Delivered,20/02/2025,10,
APG100977,05-13-2025,Germany,Saudi Arabia,DHL,AMM-WH2,Fashion,3.52,14.75,0.0,Deliverd,2025-05-18,10,
APG100327,2025-08-05,UK,UAE,Local Fleet,IST-WH1,Electronics,2.05,8.08,0.0,delivered,2025-08-10,10,
APG100462,2025-06-29,Jordan,Iraq,FastCourier,DXB-WH1,  Sports  ,0.66,5.97,0.0,Delivered,2025-07-04 07:53,2,
APG100455,2025-03-01,China,Iraq,DHL,AMM-WH2,Fashion,0.75,8.16,144.02,Deliverd,04/03/2025,9,
APG100577,2025-06-30 02:00,Germany,Egypt,Local Fleet,AMM-WH1,Fashion,0.83,7.91,0.0,cancelled,06/07/2025,10,
APG100418,2025-07-12,Jordan,Saudi Arabia,Aramex,IST-WH1,  Toys  ,1.3,8.59,130.59,delivered,2025-07-19,2,
APG100700,04-05-2025,Jordan,Jordan,FastCourier,IST-WH1,Books,0.25,4.73,162.75,CANCELLED,2025-04-09,2,
APG100007,2025-02-13,UK,Iraq,DHL,IST-WH1,Beauty,0.82,7.53,0.0,delivered,17/02/2025,10,
APG100379,12/08/2025,China,Egypt,Aramex,IST-WH1,Toys,1.18,9.96,0.0,failed delivery,22/08/2025,9,Customs Delay
APG100998,2025-04-17 19:00,Turkey,Jordan,FastCourier,AMM-WH2,Beauty,0.1,1.51,0.0,Delivered,2025-04-21 02:58,7,
APG100882,2025-02-16,Turkey,Saudi Arabia,Local Fleet,IST-WH1,Beauty,0.6,7.4,0.0,DELIVERED,2025-02-23,7,
APG100197,18/01/2025,UAE,Saudi Arabia,SMSA,AMM-WH1,Toys,0.81,3.9,0.0,Delivered,2025-01-21 13:39,4,
APG100359,03-17-2025,Jordan,UAE,DHL,DXB-WH1,Beauty,2.22,-3.2,0.0,delivered,2025-03-21,2,
APG100897,2025-02-08 21:00,Turkey,Saudi Arabia,Aramex,AMM-WH1,Sports,4.86,30.28,0.0,Deliverd,2025-02-16,7,
APG101135,2025-02-14 15:00,UK,Kuwait,Aramex,AMM-WH2,Home & Garden,3.89,15.83,0.0,Returned ,20/02/2025,10,Customs Delay
APG100704,2025-02-25 05:00,Turkey,UAE,FastCourier,AMM-WH1,Home & Garden,0.1,3.22,147.53,FAILED_DELIVERY,2025-03-03 13:22,7,Damaged Package
APG100281,2025-06-04 01:00,Germany,Iraq,aramex,DXB-WH1,Books,0.54,5.47,242.42,delivered,2025-06-09,10,
APG100083,02/02/2025,Jordan,Jordan,aramex,IST-WH1,Electronics,2.86,12.79,0.0,In Transit ,,2,
APG100793,01-09-2025,UAE,Kuwait,Local Fleet ,AMM-WH2,Sports,0.69,5.18,0.0,In Transit,,4,
APG100429,2025-02-02,UAE,Jordan,Local Fleet ,AMM-WH1,Home & Garden,0.11,2.94,32.93,delivered,2025-02-07,4,
APG101004,2025-07-02 09:00,UAE,Kuwait,Local Fleet,AMM-WH2,Books,0.41,3.85,0.0,RTO,09/07/2025,4,Customer Not Available
APG100415,2025-06-24 06:00,UAE,Iraq,Local Fleet ,AMM-WH2,Fashion,4.32,26.41,0.0,IN TRANSIT,,4,
APG100613,08-18-2025,UAE,Jordan,DHL,IST-WH1,Electronics,999.9,9.86,0.0,DELIVERED,24/08/2025,4,
APG100914,2025-06-16 14:00,Germany,Kuwait,SMSA,DXB-WH1,Home & Garden,1.76,12.21,0.0,Deliverd,20/06/2025,10,
APG100330,03-29-2025,UAE,Saudi Arabia,DHL,AMM-WH2,Home & Garden,0.33,4.68,0.0,Deliverd,03/04/2025,4,
APG100530,02-27-2025,Jordan,UAE,FastCourier,AMM-WH2,Beauty,2.91,16.61,0.0,CANCELLED,2025-03-06,2,
APG100586,03-30-2025,Germany,UAE,SMSA,AMM-WH2,Toys,0.14,2.1,15.98,DELIVERED,2025-04-05 01:19,10,
APG100274,2025-03-04,Germany,KSA,SMSA,AMM-WH2,Books,0.75,6.98,0.0,Failed,2025-03-09 11:33,10,Customer Not Available
APG101008,17/05/2025,Germany,Kuwait,Aramex,DXB-WH1,Toys,0.7,8.69,0.0,DELIVERED,2025-05-21,10,
APG100825,02/02/2025,Turkey,Egypt,Aramex,AMM-WH2,Sports,0.56,6.0,104.51,DELIVERED,12/02/2025,7,
APG100836,2025-01-25,UK,Kuwait,Local Fleet ,DXB-WH1,Toys,-1.0,5.47,0.0,DELIVERED,31/01/2025,10,
APG100376,2025-04-10 21:00,Turkey,Jordan,Local Fleet ,AMM-WH1,Sports,0.37,5.25,0.0,Cancelled,2025-04-19,7,
APG100650,2025-01-31 07:00,Germany,Kuwait,DHL,DXB-WH1,Books,0.34,4.17,0.0,delivered,2025-02-04 09:07,10,
APG100983,03-19-2025,China,Egypt,Aramex,AMM-WH2,Home & Garden,0.32,5.22,0.0,Deliverd,30/03/2025,9,
APG100615,2025-08-03,China,Saudi Arabia,Local Fleet,DXB-WH1,Books,0.3,5.75,0.0,Deliverd,2025-08-06 02:51,9,
APG100752,2025-02-15,Jordan,Jordan,Aramex,AMM-WH1,Home & Garden,2.31,11.16,0.0,returned,2025-02-17,2,Warehouse Delay
APG100803,15/01/2025,Jordan,Egypt,Aramex,IST-WH1,Beauty,2.58,17.55,0.0,Canceled,24/01/2025,2,
APG100870,06-04-2025,Germany,Iraq,aramex,AMM-WH2,Beauty,0.35,3.09,161.15,delivered,08/06/2025,10,
APG101065,30/04/2025,China,Egypt,Aramex,AMM-WH2,Home & Garden,0.1,1.43,0.0,delivered,2025-05-14 04:19,9,
APG100448,20/05/2025,UK,Saudi Arabia,Local Fleet,AMM-WH2,Books,1.03,4.44,0.0,Failed,2025-05-25,10,Damaged Package
APG100443,2025-06-24 09:00,Jordan,Kuwait,Local Fleet ,AMM-WH1,Electronics,0.1,3.89,0.0,Canceled,2025-06-30 07:18,2,
APG100776,2025-08-28,UK,Saudi Arabia,SMSA,AMM-WH2,Electronics,0.94,5.48,51.67,Deliverd,04/09/2025,10,
APG100134,05/04/2025,Jordan,Saudi Arabia,Local Fleet,IST-WH1,Books,2.52,13.41,0.0,CANCELLED,10/04/2025,2,
APG100079,2025-05-01 07:00,Jordan,Kuwait,FastCourier,IST-WH1,Fashion,2.18,10.3,0.0,IN TRANSIT,,2,
APG100910,07-20-2025,China,Egypt,Aramex,AMM-WH2,Sports,2.9,15.48,0.0,delivered,2025-07-28 03:22,9,
APG100496,28/01/2025,China,Jordan,DHL,DXB-WH1,Sports,0.3,5.16,0.0,delivered,2025-02-03,9,
APG100154,16/03/2025,UK,Egypt,Local Fleet ,AMM-WH2,Sports,0.1,3.56,0.0,delivered,2025-03-24 02:55,10,
APG100713,2025-05-31 07:00,UAE,Egypt,FastCourier,IST-WH1,Books,0.23,3.42,86.4,IN TRANSIT,,4,
APG100342,2025-03-09 14:00,Jordan,UAE,Aramex,AMM-WH2,Books,0.54,7.41,0.0,Delivered,2025-03-17,2,
APG100096,2025-07-30,UK,Kuwait,Aramex,AMM-WH2,Sports,0.52,5.64,0.0,DELIVERED,2025-08-06 03:10,10,
APG100285,2025-04-29 01:00,China,Jordan,FastCourier,IST-WH1,Beauty,1.45,8.67,0.0,delivered,04/05/2025,9,
APG100743,2025-03-04,Turkey,Egypt,Aramex,DXB-WH1,Fashion,1500.0,4.78,172.59,delivered,2025-03-14,7,
APG100605,2025-02-03,UAE,Saudi Arabia,Local Fleet ,AMM-WH1,Books,0.51,5.51,0.0,Deliverd,07/02/2025,4,
APG100666,03/02/2025,Germany,Egypt,FastCourier,IST-WH1,Fashion,0.21,3.4,74.44,Cancelled,10/02/2025,10,
APG100709,2025-03-04,Turkey,Saudi Arabia,Aramex,DXB-WH1,Books,,4.27,0.0,Deliverd,09/03/2025,7,
APG100156,04-12-2025,China,UAE,FastCourier,IST-WH1,Beauty,0.86,5.92,0.0,Deliverd,2025-04-17 05:06,9,
APG100808,2025-02-13,UAE,Saudi Arabia,Aramex,AMM-WH1,Beauty,0.83,7.26,0.0,Delivered,19/02/2025,4,
APG100438,02-04-2025,China,Saudi Arabia,Local Fleet ,IST-WH1,Beauty,3.28,14.82,0.0,In Transit,,9,
APG100623,05-30-2025,Turkey,Iraq,SMSA,DXB-WH1,Home & Garden,1.11,5.6,0.0,Failed,2025-06-09 04:38,7,Warehouse Delay
APG100667,2025-07-27,China,Kuwait,SMSA,IST-WH1,Sports,4.5,15.77,0.0,in-transit,,9,
APG100446,16/01/2025,Germany,Jordan,aramex,AMM-WH2,  Electronics  ,0.93,6.18,0.0,failed delivery,24/01/2025,10,
APG100908,2025-08-12,Germany,Kuwait,Local Fleet ,AMM-WH2,HOME & GARDEN,6.14,34.57,0.0,delivered,2025-08-17 00:08,10,
APG100696,04-19-2025,Turkey,Iraq,Local Fleet ,DXB-WH1,Electronics,0.63,5.18,0.0,Delivered,2025-04-26 18:52,7,
APG100765,2025-07-22 09:00,Germany,Iraq,FastCourier,AMM-WH2,Books,4.7,20.3,158.26,Deliverd,2025-07-28 06:22,10,
APG101123,2025-08-10,UK,Egypt,Local Fleet ,AMM-WH2,BOOKS,0.32,5.74,0.0,failed delivery,2025-08-13 11:55,10,Refused by Customer
APG100141,2025-05-28 07:00,Germany,Egypt,Local Fleet,AMM-WH1,Beauty,5.95,29.64,0.0,delivered,2025-06-03 07:50,10,
APG100626,2025-01-26,Turkey,Egypt,Local Fleet ,AMM-WH2,Sports,1.32,7.86,0.0,In Transit,,7,
APG100755,04/01/2025,UK,Iraq,DHL,AMM-WH2,Fashion,0.29,4.27,198.63,returned,2025-01-13,10,
APG100823,08/04/2025,Jordan,Iraq,Local Fleet,AMM-WH1,Electronics,6.71,21.0,0.0,Deliverd,2025-04-14 09:45,2,
APG100953,2025-02-17 08:00,China,Kuwait,SMSA,IST-WH1,Sports,0.15,2.03,0.0,Delivered,2025-02-23,9,
APG101035,2025-07-24 06:00,UK,Egypt,SMSA,AMM-WH1,Books,1.98,9.64,237.49,Delivered,29/07/2025,10,
APG100254,2025-01-24,UAE,UAE,Local Fleet,DXB-WH1,Electronics,1.8,12.28,0.0,DELIVERED,2025-01-26 18:57,4,
APG100834,2025-02-01 17:00,China,UAE,Local Fleet ,IST-WH1,  Toys  ,5.7,19.13,0.0,Delivered,2025-02-04,9,
APG100250,01-20-2025,Jordan,Kuwait,SMSA,DXB-WH1,Toys,0.77,8.31,119.13,Delivered,23/01/2025,2,
APG100785,08-29-2025,Germany,Saudi Arabia,Aramex,AMM-WH2,Fashion,1.88,7.57,0.0,delivered,2025-09-03 08:09,10,
APG100889,07-04-2025,Jordan,Kuwait,Local Fleet ,DXB-WH1,Electronics,0.36,2.28,0.0,FAILED_DELIVERY,2025-07-13,2,Refused by Customer
APG100076,29/04/2025,Germany,Egypt,Local Fleet,IST-WH1,TOYS,2.14,14.07,0.0,Returned,2025-05-06,10,Warehouse Delay
APG101012,03-28-2025,UK,UAE,Aramex,DXB-WH1,Toys,1.95,10.98,0.0,Deliverd,04/04/2025,10,
APG100089,05-31-2025,Jordan,U.A.E.,Local Fleet ,IST-WH1,Home & Garden,0.44,4.2,102.33,IN TRANSIT,,2,
APG100243,2025-02-27,China,UAE,DHL,IST-WH1,  Books  ,0.3,5.43,0.0,In Transit ,,9,
APG101010,10/04/2025,China,Egypt,aramex,IST-WH1,Toys,1.12,8.34,0.0,DELIVERED,16/04/2025,9,
APG101109,19/03/2025,UK,UAE,Local Fleet ,AMM-WH1,Books,0.45,4.61,192.57,delivered,2025-03-23 23:52,10,
APG100271,2025-08-24,Turkey,Kuwait,aramex,IST-WH1,Electronics,0.16,2.52,0.0,delivered,30/08/2025,7,
APG100350,2025-02-27 17:00,China,Egypt,SMSA,AMM-WH2,Books,2.51,9.74,0.0,Deliverd,2025-03-09,9,
APG100002,01-09-2025,UK,Kuwait,DHL,AMM-WH1,Fashion,0.31,5.25,178.32,Delivered,13/01/2025,10,
APG100382,21/06/2025,Turkey,Saudi Arabia,Aramex,AMM-WH1,Home & Garden,1.57,11.14,0.0,delivered,2025-06-29 12:50,7,
APG100251,2025-01-01,Turkey,Egypt,Local Fleet ,DXB-WH1,Beauty,1.08,10.1,105.45,Delivered,10/01/2025,7,
APG100426,2025-06-22,Turkey,UAE,aramex,IST-WH1,Sports,2.4,16.0,0.0,Deliverd,28/06/2025,7,
APG100074,04-15-2025,Jordan,UAE,Local Fleet ,AMM-WH2,  Electronics  ,0.88,6.99,79.17,DELIVERED,20/04/2025,2,
APG100710,2025-02-16 13:00,Turkey,Kuwait,Local Fleet,DXB-WH1,Beauty,1.99,10.53,0.0,Returned,2025-02-24 05:39,7,Refused by Customer
APG100224,18/03/2025,Turkey,Kuwait,Local Fleet,AMM-WH2,Home & Garden,0.65,6.25,158.0,Delivered,2025-03-23 00:18,7,
APG100417,2025-06-08,Jordan,UAE,FastCourier,DXB-WH1,Books,3.68,20.46,0.0,Deliverd,13/06/2025,2,
APG101054,2025-01-24 07:00,Turkey,Kuwait,FastCourier,IST-WH1,Home & Garden,2.02,10.87,131.58,Deliverd,2025-01-30 14:52,7,
APG100540,04-10-2025,Germany,Iraq,DHL,IST-WH1,Toys,1.71,9.05,0.0,DELIVERED,2025-04-14 17:11,10,
APG100592,2025-08-16,UAE,Iraq,aramex,DXB-WH1,Beauty,0.98,6.92,225.45,Deliverd,2025-08-22 12:42,4,
APG100639,23/03/2025,Germany,Jordan,SMSA,AMM-WH2,Sports,3.85,27.12,0.0,Deliverd,31/03/2025,10,
APG100011,06-02-2025,Germany,Kuwait,SMSA,IST-WH1,Toys,1.04,9.41,0.0,IN TRANSIT,,10,
APG100277,2025-04-28,Germany,UAE,FastCourier,AMM-WH2,Electronics,5.34,27.84,0.0,Delivered,2025-04-30 20:03,10,
APG101116,2025-05-25,UK,UAE,aramex,DXB-WH1,Electronics,1.13,7.99,0.0,Deliverd,2025-05-29,10,
APG100698,05-17-2025,Germany,U.A.E.,Local Fleet ,IST-WH1,Toys,0.28,3.41,0.0,DELIVERED,2025-05-24 11:33,10,
APG100472,02-06-2025,UK,Iraq,SMSA,AMM-WH1,Toys,0.95,4.46,0.0,Delivered,2025-02-11 23:27,10,
APG100647,2025-06-25,Turkey,Saudi Arabia,aramex,AMM-WH2,Home & Garden,-2.0,4.37,104.44,In Transit ,,7,
APG100594,04-15-2025,China,Jordan,FastCourier,AMM-WH2,Beauty,0.87,7.11,79.47,Failed,2025-04-22,9,Customer Not Available
APG100912,06-12-2025,Jordan,Saudi Arabia,Aramex,AMM-WH2,Fashion,0.67,5.84,49.86,Delivered,19/06/2025,2,
APG100751,2025-04-30 16:00,UK,Jordan,SMSA,IST-WH1,Beauty,5.99,26.51,0.0,DELIVERED,09/05/2025,10,
APG100046,12/07/2025,Jordan,UAE,aramex,IST-WH1,Books,1.8,10.55,0.0,DELIVERED,2025-07-18,2,
APG100895,04-02-2025,Turkey,Jordan,FastCourier,DXB-WH1,Fashion,2.26,15.5,0.0,Deliverd,2025-04-08,7,
APG100234,18/03/2025,Turkey,Jordan,Aramex,DXB-WH1,Books,3.37,19.78,0.0,Delivered,2025-03-23,7,
APG100532,21/01/2025,Jordan,U.A.E.,DHL,AMM-WH1,Beauty,3.35,19.55,0.0,Delivered,27/01/2025,2,
APG101143,2025-01-29 05:00,Germany,Kuwait,Aramex,IST-WH1,Home & Garden,1.15,6.59,0.0,Deliverd,03/02/2025,10,
APG100386,2025-01-08,UK,Iraq,aramex,AMM-WH2,Toys,3.54,23.29,140.43,IN TRANSIT,,10,
APG100860,2025-06-04 03:00,Germany,Iraq,FastCourier,AMM-WH2,SPORTS,0.18,3.35,0.0,In Transit,,10,
APG101102,08/02/2025,Germany,Jordan,Local Fleet ,DXB-WH1,Toys,1.95,10.48,184.63,DELIVERED,2025-02-12 18:16,10,
APG100054,02/05/2025,UAE,Saudi Arabia,FastCourier,IST-WH1,Fashion,1.94,13.67,0.0,Delivered,2025-05-07,4,
APG100052,08/04/2025,china,UAE,Local Fleet,IST-WH1,Books,0.27,5.74,0.0,returned,2025-04-15,9,
APG100343,2025-01-30,Jordan,Iraq,Aramex,AMM-WH2,Books,0.45,3.85,95.81,Delivered,04/02/2025,2,
APG100133,12/01/2025,Germany,Kuwait,DHL,DXB-WH1,Beauty,5.3,31.34,0.0,Failed,17/01/2025,10,Warehouse Delay
